avg_key_hold,std_key_hold,avg_latency,std_latency,avg_mouse_speed,std_mouse_speed,click_rate,label
0.09115147873140092,0.011556851203591999,0.1987767728582228,0.04900722234372252,110.13007569162004,31.113210696000166,0.5494869963303485,1
0.08620852437120077,0.01284850523620174,0.18894108304648313,0.0384062757327951,128.87734496428337,33.75320484402984,0.5182248187313465,1
0.07257643802190769,0.010301854254612679,0.2025430902894309,0.03616867182905897,116.91902790823856,26.5035882023602,0.6871277091059353,1
0.07696757245887684,0.015259000086464657,0.1535034526008055,0.047325754433840884,139.33609811195717,25.415167373980996,0.6328472792616802,1
0.1433579544530235,0.030020874995412502,0.33233097151129,0.07645346358810898,274.42055298368894,58.42809749137414,0.25845223798058237,0
0.09895555985551324,0.01139999284612441,0.17919438363355425,0.04552649309583488,137.0497857643249,26.716507564153833,0.3044930183222071,1
0.14102465973789002,0.022601021923378258,0.35884363611826364,0.09322218860137049,303.834959287115,56.84652077738261,0.189319773294944,0
0.09404761812040498,0.007713383869522623,0.17841484549006523,0.031237905376817122,137.77146491069522,35.650317671890676,0.41174723636842486,1
0.0922384356331291,0.015593837045149855,0.15635793201383352,0.041405114809287755,119.6247293829324,31.12167831962855,0.5526144879976469,1
0.12166793035148718,0.029942222398878494,0.304252879238321,0.0703126375181214,286.70859309685756,60.658653920064125,0.21872849029711644,0
0.10285984007080293,0.01110417032316892,0.14716892090295974,0.039637268637047765,131.65493214011428,28.30305594506237,0.7479709205158377,1
0.07493001601785727,0.011602569876658402,0.1621994889645352,0.04311675523667036,144.96790935034943,32.64212942069779,0.5306082823984714,1
0.09676460732361623,0.014839727944392872,0.19388353440784026,0.04596087693474232,131.26193657226338,29.86744552058398,0.518388050477038,1
0.0861799104442218,0.010069786783871167,0.17571586230468098,0.04735766110713388,137.1838929365147,29.846250019537656,0.20107940022599985,1
0.17196607081465023,0.027594779890029824,0.3291560209842458,0.0629632982326668,251.86575976821553,58.98037354162489,0.030210774602627333,0
0.1472432164280781,0.028826528228385398,0.42532656586532713,0.08146858580370883,257.91094017151374,51.917879051389534,0.07822074345346358,0
0.1505077120881292,0.034498654062857764,0.3446061579642533,0.09577394646408331,310.92849304504676,57.217262035191304,0.1886743476689391,0
0.07773803808216981,0.013134116425040365,0.15573495339695162,0.036430481446444,144.7381635017919,29.122845841401258,0.34489608508125524,1
0.09183339199257601,0.013976481147485394,0.23201343740834807,0.03769788604393797,112.79295907801443,27.754195204830264,0.7861241776654461,1
